,name,brand,old_price,new_price,discount
3646,Джемпер,MSGM,195500,136890,29.97953964194373
3647,Футболка Nalumber,Hugo,35900,25190,29.832869080779943
3648,Футболка Dulivio,Hugo,28600,20090,29.75524475524476
3649,Футболка,Han Kjobenhavn,55900,20152,63.94991055456172
3650,Футболка,Versace Jeans Couture,103800,45672,56.0
3651,Кроссовки,Diesel,201100,140790,29.99005469915464
3652,Футболка,Bogner Fire+Ice,94900,75990,19.926238145416235
3653,Кардиган,Diesel,306200,244990,19.990202482037887
3654,Футболка,Woolrich,60500,26632,55.9801652892562
3655,Футболка Tee 4,Boss,54600,32790,39.94505494505495
3656,Футболка,Emporio Armani,92000,73590,20.01086956521739
3657,Футболка,Ksubi,97800,50872,47.98364008179959
3658,Футболка,Emporio Armani,97700,78190,19.969293756397136
3659,Футболка,Iceberg,109100,33218,69.55270394133822
3660,Брюки спортивные,Ice Play,119300,59600,50.041911148365465
3661,Кеды,Diesel,170400,119290,29.99413145539907
3662,Лонгслив,Aeronautica Militare,69500,55590,20.014388489208628
3663,Футболка,Dsquared2,161100,128890,19.99379267535693
3664,Футболка,Aeroclub,33200,17360,47.71084337349397
3665,Футболка,Emporio Armani,74800,59890,19.933155080213908
3666,Футболка,Etudes,62400,34952,43.98717948717948
3667,Футболка,MSGM,136700,87512,35.9824433065106
3668,Кроссовки,Diesel,192300,115390,39.994799791991674
3669,Футболка,Boss,64400,35490,44.891304347826086
3670,Брюки Dandy Boy,Berhasm,84500,45150,46.56804733727811
3671,Футболка,Diesel,65400,52390,19.892966360856263
3672,Футболка,Bikkembergs,81700,21443,73.75397796817626
3673,Джинсы,Jacob Cohen,271400,184560,31.997052321296977
3674,Поло,John Richmond,73800,19418,73.68834688346884
3675,Кроссовки,Harmont & Blaine,206800,165490,19.975822050290134
3676,Джемпер,Ksubi,179400,143590,19.960981047937565
3677,Футболка,Emporio Armani,74800,59890,19.933155080213908
3678,Поло,Hackett London,113500,90790,20.008810572687224
3679,Футболка Tee 3,Boss,43100,30190,29.95359628770302
3680,Поло TENNIS CLUB M,EA7,61200,25753,57.919934640522875
3681,Лонгслив,Aeronautica Militare,69500,45190,34.97841726618705
3682,Шорты спортивные TENNIS PRO M,EA7,53500,37450,30.0
3683,Джинсы D-STRUKT,Diesel,249800,137390,44.99999999999999
3684,Джинсы,Just Cavalli,162400,113690,29.993842364532014
3685,Футболка Dulivio,Hugo,28600,20090,29.75524475524476
3686,Футболка,Aeronautica Militare,80900,64790,19.91347342398022
3687,Джинсы SLEENKER,Diesel,249800,137390,44.99999999999999
3688,Футболка,Han Kjobenhavn,55900,20152,63.94991055456172
3689,Джемпер San Quirin-M,Hugo,100200,80190,19.970059880239518
3690,Кроссовки,Calvin Klein,131100,78720,39.954233409610985
3691,Футболка,Han Kjobenhavn,55900,20152,63.94991055456172
3692,Джемпер,Iceberg,252500,189390,24.99405940594059
3693,Футболка,Diesel,58700,41090,30.0
3694,Поло,Pal Zileri,135000,86400,36.0
3695,Футболка Dimoniti,Hugo,35900,25190,29.832869080779943
3696,Шорты спортивные ESSENTIALS +  PW - JOGGER,Calvin Klein Performance,64400,45080,30.0
3697,Футболка Lamoda Exclusive,La Martina,34340,27480,19.9767035527082
3698,Кроссовки,Philippe Model Paris,213100,102312,51.98873768183952
3699,Поло Paddy 2,Boss,93000,74390,20.010752688172033
3700,Футболка,Gucci,377700,226690,39.981466772570826
3701,Поло,Aeronautica Militare,82900,58090,29.927623642943303
3702,Футболка Te Alien,Boss,35900,28790,19.805013927576596
3703,Футболка,Dsquared2,166300,133090,19.969933854479862
3704,Футболка,Boss,64400,35490,44.891304347826086
3705,Футболка,Etudes,85300,44400,47.94841735052755
3706,Футболка Natural Ventus7 M Tee Ss,EA7,49800,22673,54.471887550200805
3707,Бабочка Bow tie dressy,Hugo,30700,24590,19.902280130293164
3708,Футболка,Bikkembergs,91700,27518,69.99127589967284
3709,Футболка,Versace Jeans Couture,127200,56000,55.9748427672956
3710,Футболка,C.P. Company,55600,38990,29.87410071942446
3711,Футболка,MSGM,81600,39200,51.96078431372549
3712,Лонгслив,Aeronautica Militare,69500,55590,20.014388489208628
3713,Джинсы,Emporio Armani,145400,81432,43.994497936726276
3714,Кроссовки,Karl Lagerfeld,186300,104400,43.961352657004824
3715,Футболка Danckugo,Hugo,35900,25190,29.832869080779943
3716,Футболка,Versace Jeans Couture,151500,121190,20.006600660066013
3717,Футболка,Dsquared2,145500,116390,20.006872852233684
3718,Футболка,Diesel,53800,22193,58.74907063197026
3719,Джинсы,Diesel,201100,160890,19.995027349577327
3720,Кроссовки,Blauer,103500,42743,58.702415458937196
3721,Футболка,Les Hommes,91700,36690,59.98909487459106
3722,Футболка,Versace Jeans Couture,119400,52552,55.98659966499163
3723,Свитер,Malagrida,106100,35843,66.2177191328935
3724,Поло,Emporio Armani,97700,78190,19.969293756397136
3725,Футболка,Diesel,51400,35990,29.980544747081723
3726,Футболка,Aeronautica Militare,51300,35990,29.84405458089668
3727,Футболка,Aeroclub,37900,30300,20.052770448548813
3728,Футболка Noaly,Hugo,43100,28090,34.8259860788863
3729,Кроссовки,Bikkembergs,127600,102090,19.99216300940438
3730,Футболка Lamoda Exclusive,La Martina,40320,32250,20.01488095238095
3731,Футболка,Emporio Armani,74800,59890,19.933155080213908
3732,Футболка,Aeroclub,54400,24000,55.88235294117647
3733,Кроссовки,Principe di Bologna,222600,155890,29.96855345911949
3734,Футболка,Diesel,102300,81890,19.951124144672534
3735,Футболка,Hackett London,61000,48790,20.01639344262294
3736,Футболка,Just Cavalli,121400,53432,55.98682042833608
3737,Футболка ICON LOGO TEE,Michael Michael Kors,58240,43800,24.793956043956044
3738,Футболка,Bogner Fire+Ice,57300,40190,29.860383944153583
3739,Джинсы,Armani Exchange,124400,68490,44.943729903536976
3740,Футболка,Iceberg,89700,39520,55.94202898550725
3741,Джинсы,Versace Jeans Couture,350700,127568,63.624750499002
3742,Футболка,Just Cavalli,121400,53520,55.91433278418451
3743,Кроссовки,Plein Sport,236300,53168,77.49978840457047
3744,Футболка спортивная TENNIS CLUB M,EA7,53500,28133,47.41495327102804
3745,Футболка,Versace Jeans Couture,125500,42368,66.2406374501992
3746,Лонгслив,Etudes,94100,48960,47.9702444208289
3747,Кардиган,John Richmond,102800,34718,66.22762645914398
3748,Футболка,Bikkembergs,102300,56290,44.97556207233626
3749,Джинсы,Bikkembergs,194000,72743,62.50360824742268
3750,Кроссовки Jonah Runn,Boss,142300,113890,19.964862965565715
3751,Поло,Hackett London,97300,77890,19.9486125385406
3752,Джемпер,Malagrida,90500,23768,73.73701657458564
3753,Футболка,Armani Exchange,40100,32090,19.975062344139644
3754,Футболка Lamoda Exclusive,La Martina,49280,34490,30.012175324675326
3755,Брюки спортивные WO - WOVEN PANT,Calvin Klein Performance,53500,37450,30.0
3756,Джемпер,MC2 Saint Barth,135300,67690,49.97043606799705
3757,Футболка ARNOTT,MC2 Saint Barth,65600,52490,19.984756097560975
3758,Футболка,Just Cavalli,169200,135390,19.982269503546107
3759,Кроссовки Kedge_Hito_napu,Hugo,157300,125890,19.968213604577244
3760,Футболка,Iceberg,96300,29393,69.47767393561786
3761,Лонгслив спортивный WO - L/S T-SHIRT,Calvin Klein Performance,32200,16933,47.413043478260875
3762,Брюки,Berhasm,89500,62650,30.0
3763,Футболка,Plein Sport,82200,46072,43.95133819951338
3764,Кроссовки,Plein Sport,236300,53168,77.49978840457047
3765,Футболка ESSENTIALS PW - S/S T-SHIRT,Calvin Klein Performance,35800,20083,43.902234636871505
3766,Джинсы,Jacob Cohen,225600,126400,43.97163120567376
3767,Футболка,Diesel,75500,60390,20.013245033112582
3768,Футболка Lamoda Exclusive,La Martina,34340,27480,19.9767035527082
3769,Футболка,Etudes,78000,54590,30.01282051282051
3770,Футболка,Iceberg,89700,50240,43.99108138238573
3771,Джинсы 1985 LARKEE,Diesel,238000,166590,30.004201680672267
3772,Футболка,Iceberg,110500,48632,55.98914027149321
3773,Футболка,Versace Jeans Couture,96800,29093,69.9452479338843
3774,Кроссовки,Diesel,119600,83790,29.941471571906348
3775,Футболка,Dsquared2,298300,100718,66.23600402279584
3776,Футболка,Just Cavalli,140100,112090,19.992862241256248
3777,Футболка,Boss,35900,28790,19.805013927576596
3778,Поло CORE ID M,EA7,53500,22463,58.013084112149535
3779,Футболка,Emporio Armani,97700,78190,19.969293756397136
3780,Джинсы,Harmont & Blaine,162300,129890,19.96919285274184
3781,Джинсы,Bikkembergs,118500,75832,36.00675105485232
3782,Кеды,Missoni,257100,77168,69.9852197588487
3783,Джинсы,Jacob Cohen,230800,120072,47.97573656845754
3784,Джинсы SLEENKER,Diesel,249800,137390,44.99999999999999
3785,Свитер,Malagrida,106100,27893,73.71065032987747
3786,Футболка,Armani Exchange,44200,37600,14.932126696832583
3787,Футболка,Valentino,367700,137918,62.491705194451995
3788,Джинсы,Ice Play,111900,35393,68.37086684539767
3789,Шорты для плавания,Cavalli Class,62000,43390,30.016129032258064
3790,Футболка,Dsquared2,161100,128890,19.99379267535693
3791,Кроссовки,Plein Sport,221200,49793,77.48960216998192
3792,Футболка,Emporio Armani,84200,67390,19.964370546318293
3793,Джинсы,Dirk Bikkembergs,376400,70643,81.23193411264612
3794,Лонгслив,MSGM,235500,97193,58.72908704883228
3795,Футболка FANTASTIC GREEN,MSGM,126300,60632,51.993665874901026
3796,Поло,Karl Lagerfeld,100400,52232,47.97609561752988
3797,Джинсы,John Richmond,353100,79493,77.48711413197394
3798,Футболка VISIBILITY M,EA7,49800,24423,50.95783132530121
3799,Кроссовки,Moschino Couture,260800,146080,43.987730061349694
3800,Футболка,Emporio Armani,97700,78190,19.969293756397136
3801,Джемпер,C.P. Company,142200,113790,19.9789029535865
3802,Футболка,Versace Jeans Couture,143800,79100,44.99304589707928
3803,Футболка Nimayliti,Hugo,43100,34490,19.97679814385151
3804,Поло,EA7,49800,20930,57.971887550200805
3805,Футболка Dulive222,Hugo,34300,27490,19.854227405247812
3806,Кроссовки,Ice Play,87800,65890,24.954441913439638
3807,Галстук,Missoni,77200,31868,58.72020725388601
3808,Джинсы,Ice Play,111000,62152,44.00720720720721
3809,Футболка,Etudes,85300,44392,47.957796014068
3810,Футболка,Bikkembergs,102300,36872,63.95698924731183
3811,"Шорты спортивные ESSENTIALS WO - SHORT 7"" INSEAM",Calvin Klein Performance,32200,22540,30.0
3812,Лонгслив,Bogner Fire+Ice,77400,54190,29.987080103359176
3813,Джинсы SLEENKER,Diesel,192300,105790,44.9869994799792
3814,Джинсы Jurmala Taper Graphite,BLCV,89400,53640,40.0
3815,Футболка,Harmont & Blaine,66600,35690,46.41141141141141
3816,Футболка ARNOTT,MC2 Saint Barth,65600,52490,19.984756097560975
3817,Шорты для плавания,Cavalli Class,62000,43390,30.016129032258064
3818,Брюки спортивные TENNIS CLUB M,EA7,90300,63210,30.0
3819,Футболка,Armani Exchange,34300,19272,43.8134110787172
3820,Футболка Nico,Hugo,28600,22890,19.96503496503496
3821,Футболка METROPOLIS,C.P. Company,79400,55590,29.987405541561714
3822,Кроссовки,Plein Sport,270400,81143,69.99149408284023
3823,Футболка,MSGM,81600,42472,47.950980392156865
3824,Футболка,Michael Michael Kors,44800,33850,24.441964285714292
3825,Футболка METROPOLIS,C.P. Company,79400,63590,19.911838790931995
3826,Джинсы,Versace Jeans Couture,175400,112240,36.00912200684151
3827,Кроссовки,Barracuda,182300,87512,51.99561162918266
3828,Футболка,Iceberg,89700,39520,55.94202898550725
3829,Футболка,Bikkembergs,52000,27032,48.01538461538462
3830,Поло,Emporio Armani,92000,73590,20.01086956521739
3831,Футболка,Emporio Armani,97700,78190,19.969293756397136
3832,Футболка,Dsquared2,166300,133090,19.969933854479862
3833,Джинсы,Calvin Klein,77200,57890,25.01295336787564
3834,Джинсы,Emporio Armani,145400,63992,55.988995873452545
3835,Лонгслив,MSGM,124400,51368,58.70739549839229
3836,Кроссовки,Plein Sport,97600,73190,25.01024590163935
3837,Футболка,Diesel,102300,71690,29.92179863147605
3838,Футболка,Diesel,96200,57790,39.92723492723492
3839,Джинсы,Re/Done,284200,142090,50.00351864883885
3840,Кроссовки,Plein Sport,270400,81143,69.99149408284023
3841,Джинсы,Versace Jeans Couture,279200,134072,51.97994269340974
3842,Футболка,Dsquared2,152000,60593,60.13618421052632
3843,Лонгслив,Dsquared2,175100,140090,19.99428897772701
3844,Футболка,Ksubi,85300,41040,51.88745603751465
3845,Джинсы,Jacob Cohen,241200,156900,34.95024875621891
3846,Кроссовки,Plein Sport,236300,53168,77.49978840457047
3847,Джинсы,Re/Done,284200,117293,58.728712174524986
3848,Джинсы,Re/Done,284200,117368,58.70232230823364
3849,Футболка,Bogner Fire+Ice,49600,19568,60.54838709677419
3850,Брюки спортивные,Armani Exchange,94600,75690,19.989429175475692
3851,Поло H-Pado 431,Boss,93000,74390,20.010752688172033
3852,Джемпер,John Richmond,105600,38072,63.946969696969695
3853,Футболка,Diesel,38000,30390,20.026315789473685
3854,Шорты для плавания,Cavalli Class,58100,40690,29.965576592082627
3855,Футболка,Richmond X,48600,14618,69.92181069958848
3856,Сланцы Match_it_Slid_rblg_N,Hugo,42500,17543,58.72235294117647
3857,Футболка METROPOLIS,C.P. Company,79400,55590,29.987405541561714
3858,Поло Pallas,Boss,71700,57390,19.958158995815893
3859,Джинсы NORMANDIE,Paige,169700,63668,62.48202710665881
3860,Поло CORE ID M,EA7,53500,22463,58.013084112149535
3861,Футболка Danckugo,Hugo,35900,25190,29.832869080779943
3862,Пиджак,Bikkembergs,258500,155200,39.96131528046421
3863,Поло,Armani Exchange,94600,70990,24.95771670190274
3864,Джинсы,Hugo,71700,57390,19.958158995815893
3865,Футболка,Ice Play,60200,26552,55.8936877076412
3866,Брюки,Bikkembergs,122500,32168,73.7404081632653
3867,Брюки Chino_slim,Boss,82100,57490,29.97563946406821
3868,Футболка,Emporio Armani,92000,73590,20.01086956521739
3869,Кардиган,Iceberg,338000,236590,30.00295857988165
3870,Поло TENNIS CLUB M,EA7,61200,36463,40.41993464052288
3871,Кроссовки,Karl Lagerfeld,188100,68318,63.67995746943115
3872,Джинсы,GCDS,445800,183893,58.74988784208165
3873,Шорты для плавания,Cavalli Class,62000,43390,30.016129032258064
3874,Сумка Ray S,Boss,68100,47690,29.97063142437591
3875,Футболка,Versace Jeans Couture,180100,126090,29.98889505830094
3876,Футболка,Plein Sport,89100,75790,14.938271604938265
3877,Брюки спортивные,Bogner Fire+Ice,89600,71690,19.988839285714292
3878,Футболка,Karl Lagerfeld,176900,56632,67.98643301300169
3879,Футболка,Dsquared2,152000,62693,58.75460526315789
3880,Футболка,Aurah,65400,26993,58.726299694189606
3881,Футболка,Bikkembergs,34900,27990,19.799426934097426
3882,Кроссовки,Cerruti 1881,207800,108072,47.99230028873917
3883,Футболка,C.P. Company,61800,49490,19.919093851132686
3884,Брюки спортивные PW - KNIT PANT,Calvin Klein Performance,57100,34013,40.432574430823124
3885,Джемпер,Diesel,175400,105290,39.9714937286203
3886,Футболка,Costume National Contemporary,70800,26768,62.19209039548023
3887,Футболка,Emporio Armani,112700,49592,55.99645075421473
3888,Футболка,Armani Exchange,32300,18152,43.80185758513932
3889,Футболка,Diesel,72100,50490,29.972260748959783
3890,Футболка,Helmut Lang,126900,68490,46.02836879432625
3891,Футболка,N21,129100,90390,29.984508133230065
3892,Джемпер,Eleventy,204700,174590,14.709330727894482
3893,Брюки,Bikkembergs,355200,79943,77.49352477477477
3894,Кроссовки SN23,D.A.T.E.,129500,103590,20.00772200772201
3895,Футболка,Ice Play,60200,28952,51.906976744186046
3896,Джинсы,Emporio Armani,141300,113090,19.96461429582449
3897,Поло,Bikkembergs,96100,25268,73.70655567117586
3898,Поло TENNIS PRO M,EA7,53500,29953,44.013084112149535
3899,Лонгслив,Dsquared2,175100,131390,24.962878355225584
3900,Футболка спортивная TENNIS PRO M,EA7,46200,21063,54.40909090909091
3901,Футболка Tegood,Boss,34300,27490,19.854227405247812
3902,Футболка,Calvin Klein,38900,33100,14.910025706940871
3903,Футболка,Karl Lagerfeld,63500,33032,47.98110236220472
3904,Кроссовки,Plein Sport,217300,130392,39.99447768062586
3905,Кроссовки GO1ST_dbth,Hugo,140000,52493,62.505
3906,Футболка Dilablumi,Hugo,43100,34490,19.97679814385151
3907,Джинсы 2005 D-FINING,Diesel,226900,68093,69.98986337593654
3908,Футболка,Dsquared2,152000,60593,60.13618421052632
3909,Футболка,Armani Exchange,48400,27112,43.98347107438016
3910,Свитер,Malagrida,117900,44243,62.47413061916879
3911,Джинсы,Closed,196000,80843,58.753571428571426
3912,Футболка,N21,121900,73192,39.957342083675144
3913,Кроссовки,Ice Play,142500,64190,54.954385964912284
3914,Футболка,Cavalli Class,200200,45068,77.48851148851149
3915,Кардиган,C.P. Company,189400,132590,29.994720168954586
3916,Футболка,Iceberg,97500,42952,55.946666666666665
3917,Футболка Dunic,Hugo,49600,20468,58.733870967741936
3918,Футболка Dlongny,Hugo,35900,28790,19.805013927576596
3919,Джемпер,Iceberg,272700,177290,34.98716538320498
3920,Футболка,Aeronautica Militare,53900,35090,34.897959183673464
3921,Кардиган,Plein Sport,502300,188393,62.49392793151503
3922,Кроссовки ACE RUNNER CARBON,EA7,127400,49063,61.48901098901099
3923,Джемпер,Hugo,85700,68590,19.96499416569428
3924,Футболка,Diesel,61500,36890,40.016260162601625
3925,Футболка,Mauna-Kea,35900,28790,19.805013927576596
3926,Футболка Lamoda Exclusive,La Martina,34340,24040,29.994175888177054
3927,Джемпер,Les Hommes,312400,128918,58.733034571062745
3928,Футболка CORE ID M,EA7,36000,15113,58.019444444444446
3929,Джинсы D-ISTORT-X,Diesel,136300,40943,69.9611151870873
3930,Футболка TENNIS CLUB M,EA7,53500,22540,57.86915887850467
3931,Джемпер,John Richmond,102800,56590,44.95136186770428
3932,Футболка,Philipp Plein,262600,118193,54.99124143183549
3933,Шорты для плавания,Cavalli Class,58100,40690,29.965576592082627
3934,Джинсы,Haikure,104200,46943,54.949136276391556
3935,Джинсы D-VIKER,Diesel,249800,137390,44.99999999999999
3936,Футболка Lamoda Exclusive,La Martina,36830,25780,30.002715177844152
3937,Поло,Bikkembergs,119600,31418,73.73076923076923
3938,Футболка,Iceberg,123900,41843,66.22841000807102
3939,Кроссовки,Plein Sport,365700,175600,51.982499316379545
3940,Футболка,Armani Exchange,32300,18152,43.80185758513932
3941,Футболка,Karl Lagerfeld,68700,33040,51.906841339155754
3942,Кеды,Ash,168100,67043,60.11719214753123
3943,Футболка TENNIS CLUB M,EA7,53500,22463,58.013084112149535
3944,Поло,Bikkembergs,119600,26918,77.4933110367893
3945,Футболка,Dsquared2,134100,80472,39.991051454138706
3946,Джинсы,7 For All Mankind,182300,92693,49.153592978606696
3947,Футболка,Ksubi,97800,62560,36.032719836400815
3948,Свитер,Eleventy,300000,164990,45.00333333333333
3949,Футболка,Karl Lagerfeld,84300,47200,44.00948991696323
3950,Футболка Thinking 1,Boss,34300,27490,19.854227405247812
3951,Футболка,Aeronautica Militare,53900,35090,34.897959183673464
3952,Футболка,GCDS,185700,69893,62.362412493268714
3953,Джинсы,Diesel,119600,95690,19.991638795986617
3954,Кеды,Diesel,147000,117590,20.006802721088434
3955,Футболка,Armani Exchange,35900,18712,47.87743732590529
3956,Джинсы FEDERAL,Paige,161900,63893,60.53551575046325
3957,Джемпер,C.P. Company,164500,131590,20.006079027355625
3958,Шорты для плавания,Cavalli Class,62000,43390,30.016129032258064
3959,Футболка,Iceberg,41400,12443,69.94444444444444
3960,Брюки,Eleventy,190900,85943,54.98009429020429
3961,Джинсы,Re/Done,192700,79493,58.74779449922159
3962,Кроссовки,Barracuda,158400,110890,29.993686868686865
3963,Кроссовки,Giuseppe Zanotti,612800,160868,73.74869451697128
3964,Джинсы,Just Cavalli,181200,106690,41.12030905077263
3965,Джинсы,Versace Jeans Couture,202700,76043,62.48495313270844
3966,Футболка,Dondup,52100,25032,51.953934740882914
3967,Джинсы,Diesel,152900,45893,69.98495748855461
3968,Брюки Chino_slim,Boss,82100,61590,24.98172959805116
3969,Джемпер,Malagrida,104500,27443,73.73875598086124
3970,Кроссовки,Plein Sport,221200,49793,77.48960216998192
3971,Футболка Lamoda Exclusive,La Martina,40320,32250,20.01488095238095
3972,Футболка TENNIS CLUB M,EA7,53500,22463,58.013084112149535
3973,Футболка,GCDS,167200,62918,62.36961722488038
3974,Лонгслив,Emporio Armani,112700,63112,43.99999999999999
3975,Футболка,Plein Sport,99900,48743,51.208208208208205
3976,Брюки GMD TEXTURE 5PKT,Hackett London,90600,37418,58.69977924944813
3977,Лонгслив EXCLUSIVE FOR LAMODA,MSGM,122500,46043,62.413877551020406
3978,Брюки,Eleventy,243600,109643,54.99055829228243
3979,Джинсы D-AMNY,Diesel,192300,105790,44.9869994799792
3980,Футболка,Ksubi,85300,54632,35.95310668229777
3981,Футболка,Aeronautica Militare,53900,35090,34.897959183673464
3982,Шорты для плавания,Cavalli Class,54200,37990,29.907749077490777
3983,Футболка,Dsquared2,128900,103190,19.945694336695112
3984,Кроссовки FUGA,D.A.T.E.,160800,66368,58.72636815920398
3985,Футболка,Karl Lagerfeld,68700,35760,47.94759825327512
3986,Футболка,Bogner Fire+Ice,59000,24368,58.69830508474576
3987,Футболка,Diesel,65400,52390,19.892966360856263
3988,Футболка,MSGM,81600,42472,47.950980392156865
3989,Джинсы LENNOX,Paige,213400,72143,66.19353327085287
3990,Поло,Armani Exchange,62500,25793,58.7312
3991,Футболка,Baldinini,66900,20093,69.96562032884903
3992,Пиджак,Bikkembergs,344300,103343,69.98460644786523
3993,Лонгслив CORE ID M,EA7,44100,24703,43.98412698412698
3994,Футболка,MSGM,72800,50990,29.95879120879121
3995,Футболка,Karl Lagerfeld,88500,61990,29.954802259887003
3996,Футболка,Aurah,83600,28268,66.1866028708134
3997,Футболка,Karl Lagerfeld,66600,46690,29.89489489489489
3998,Футболка AHTLETIC MIX M,EA7,47500,19943,58.014736842105265
3999,Футболка,Marcelo Burlon County of Milan,132000,49493,62.505303030303025
4000,Брюки,C.P. Company,151600,106190,29.95382585751979
4001,Футболка,MSGM,81600,39192,51.970588235294116
4002,Футболка,Emporio Armani,103400,82790,19.932301740812377
4003,Поло,Bikkembergs,200600,60218,69.98105682951146
4004,Джемпер,Malagrida,98300,25868,73.68463886063073
4005,Джемпер,Billionaire,470700,103493,78.01295942213724
4006,Поло Paddy,Boss,64400,51590,19.891304347826093
4007,Брюки,Eleventy,190900,78743,58.751702462021996
4008,Свитер,Versace Jeans Couture,292400,98843,66.19596443228454
4009,Футболка,Dsquared2,167300,133890,19.970113568439928
4010,Кеды,Diesel,177200,124000,30.02257336343115
4011,Джемпер,Mauna-Kea,150800,120690,19.966843501326252
4012,Футболка,Iceberg,131200,63032,51.957317073170735
4013,Футболка VISIBILITY M,EA7,41000,17213,58.017073170731706
4014,Футболка,Bally,258100,77468,69.98527702440914
4015,Футболка,MSGM,88400,49512,43.990950226244344
4016,Футболка спортивная TENNIS PRO M,EA7,46200,25893,43.95454545454546
4017,Джинсы,Bikkembergs,194000,72743,62.50360824742268
4018,Футболка,Diesel,65400,52390,19.892966360856263
4019,Поло WO - POLO,Calvin Klein Performance,43100,24143,43.98375870069605
4020,Поло,Emporio Armani,84200,67390,19.964370546318293
4021,Футболка,Philipp Plein,269400,111143,58.74424647364514
4022,Водолазка,Harmont & Blaine,133200,63992,51.95795795795796
4023,Кроссовки,Cerruti 1881,207800,99752,51.99615014436959
4024,Футболка,John Richmond,62000,16268,73.76129032258065
4025,Лонгслив,Boss,43100,34490,19.97679814385151
4026,Джинсы D-STRUKT,Diesel,100600,50290,50.009940357852884
4027,Футболка,Les Hommes,76600,30690,59.93472584856397
4028,Джинсы,John Richmond,392300,73718,81.20876879938822
4029,Футболка,Bikkembergs,77100,20243,73.74448767833982
4030,Брюки спортивные CK SPORT ICON PW - KNIT PANT,Calvin Klein Performance,71100,39823,43.9901547116737
4031,Кроссовки,Philippe Model Paris,202200,161790,19.985163204747764
4032,Футболка,John Richmond,62000,13943,77.51129032258065
4033,Футболка,Dsquared2,152000,60893,59.93881578947368
4034,Футболка спортивная TENNIS PRO M,EA7,46200,27503,40.46969696969697
4035,Футболка Te Metropolitan,Boss,34300,27490,19.854227405247812
4036,Футболка,Dsquared2,199600,97343,51.230961923847694
4037,Футболка,Bikkembergs,66600,27518,58.68168168168168
4038,Футболка,Bikkembergs,104500,27443,73.73875598086124
4039,Кеды,Diesel,138100,46643,66.22519913106444
4040,Джемпер,Armani Exchange,93200,27893,70.07188841201717
4041,Футболка,Bikkembergs,96100,52890,44.96357960457856
4042,Футболка ARNOTT,MC2 Saint Barth,65600,52490,19.984756097560975
4043,Галстук,Missoni,77200,26093,66.20077720207254
4044,Футболка FANTASTIC GREEN CAPSULE,MSGM,117500,61112,47.98978723404256
4045,Футболка,Baldinini Trend,64900,14618,77.47611710323575
4046,Футболка,Ice Play,57800,15218,73.67128027681662
4047,Футболка,Just Cavalli,117800,39818,66.1986417657046
4048,Футболка,N21,180800,61043,66.23727876106194
4049,Футболка FANTASTIC GREEN CAPSULE,MSGM,120600,67600,43.946932006633496
4050,Футболка,Dsquared2,152000,59918,60.580263157894734
4051,Футболка,Diesel,173300,52043,69.96941719561454
4052,Футболка,Dsquared2,199600,74843,62.50350701402805
4053,Кроссовки,Plein Sport,126700,95090,24.94869771112866
4054,Джинсы NORMANDIE,Paige,218600,61272,71.97072278133578
4055,Джинсы,Bikkembergs,118500,71200,39.91561181434599
4056,Футболка,Bikkembergs,52000,27032,48.01538461538462
4057,Футболка RICHMOND,John Richmond,100100,20090,79.93006993006993
4058,Футболка спортивная MODERN SPORT WO - S/S T-SHIRT,Calvin Klein Performance,25500,14273,44.02745098039216
4059,Футболка FANTASTIC GREEN CAPSULE,MSGM,120600,58000,51.90713101160863
4060,Лонгслив,Armani Exchange,40100,24072,39.97007481296758
4061,Футболка,Valentino,433300,126590,70.78467574428802
4062,Кеды,Diesel,147000,102890,30.006802721088434
4063,Джинсы,Bikkembergs,194000,65468,66.25360824742268
4064,Футболка,Aeroclub,37900,19760,47.86279683377309
4065,Футболка,Gucci,352000,193590,45.002840909090914
4066,Футболка,Philipp Plein,302800,136268,54.99735799207397
4067,Футболка,Dsquared2,298300,78368,73.72846128059001
4068,Кроссовки,Fabi,261700,125672,51.97860145204432
4069,Футболка,Philipp Plein,236000,97343,58.752966101694916
4070,Брюки спортивные,Diesel,153700,99990,34.94469746258946
4071,Футболка,Dsquared2,172400,68093,60.50290023201856
4072,Футболка,Armani Exchange,55100,30872,43.97096188747731
4073,Поло,Karl Lagerfeld,84300,63290,24.922894424673785
4074,Футболка Nimayliti,Hugo,43100,34490,19.97679814385151
4075,Футболка,Armani Exchange,35900,20152,43.86629526462396
4076,Поло,Boss,63400,23768,62.511041009463725
4077,Кроссовки BLACK&WHITE VINTAGE,EA7,113900,47873,57.969271290605796
4078,Джинсы,Calvin Klein,64300,48290,24.89891135303266
4079,Футболка,Dsquared2,259800,77993,69.97959969207082
4080,Брюки спортивные,Dsquared2,240000,107993,55.00291666666667
4081,Брюки,Hackett London,117400,65752,43.99318568994889
4082,Джемпер,Ice Play,126700,33293,73.72296764009471
4083,Лонгслив,C.P. Company,79400,63590,19.911838790931995
4084,Кроссовки,John Richmond,131300,105090,19.961919268849954
4085,Футболка,C.P. Company,55600,44490,19.982014388489205
4086,Поло TENNIS PRO M,EA7,55500,27223,50.94954954954955
4087,Футболка,Karl Lagerfeld,73700,66370,9.945725915875173
4088,Поло,Karl Lagerfeld,100400,60232,40.00796812749003
4089,Футболка Nico,Hugo,28600,22890,19.96503496503496
4090,Футболка,Bally,232400,78443,66.24655765920826
